Автор объявления,Застройщик,Балкон / лоджия,Планировка,Жилая площадь,link,price,Площадь кухни,Этаж,Жилой фонд,Санузел,Количество комнат,Адрес,Высота потолков,id,Общая площадь,Ливинг,Тип,Состояние квартиры,Количество этажей,Тип здания,title,Парковочное место
Агентство,,,,,https://999.md/ru/103958095?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzODkxNzEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NTgwOTUiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiZTQ5OTQ3YzktOWJjZC00OGIyLTgxNjEtNjVjYmRiM2FjZDg2IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTA1VDEwOjM5OjMxLjE1NDAzMDY0M1oifX0.bx7fZv0a4BS3ETntIWvHWUE4THcrRFJByTjdsdpjbEA&adType=booster,75 000 €,,1,Новострой,,1-комнатная квартира,"Кишинёв мун., Дурлешты, Центр, str. Eremei Stratan, 2a",,103958095,39 м²,,Продам,,5,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",
Частное лицо,,1,,,https://999.md/ru/103796384?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzODkxNzEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3OTYzODQiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMDNjZDdhMzEtM2IzMi00OTBjLWFlNDctNjYzNmU4MDllMTU0IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTA1VDEwOjM5OjMxLjE1MzUzMzM4MVoifX0.bywIKBarGbTKbderHTsstBNrQvF7S_yWzWKAvmW1tNI&adType=booster,849 000 €,,8,Новострой,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Alexandr Pușkin, 49",,103796384,187 м²,Квартира с ливингом,Продам,Eвроремонт,2,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Подземная
Частное лицо,,1,,,https://999.md/ru/86827664?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzODkxNzEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4NjgyNzY2NCIsImkiOiI4OS4xNDkuOTEuMTcwIiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJkNjRiNjMxMC00YTQ5LTQ1YTYtOTEwYy00MWQ3ZTc5NzA1NDYiLCJlIjoiODkuMTQ5LjkxLjE3MCIsImciOiJwbHVzIiwidCI6IjIwMjYtMDQtMDVUMTA6Mzk6MzEuMTUzNjE2MjYzWiJ9fQ.EPHZf9rdAzkbdeuXojB3sXjCxSrX7FBK9aepPSBaKHk&adType=booster,130 000 €,,3,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 259/9",,86827664,63 м²,,Продам,Eвроремонт,12,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Подземная
Частное лицо,,,,,https://999.md/ru/103979747?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzODkxNzEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5Nzk3NDciLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMjU2ZWEyNmQtY2VjNC00ODIyLWIxOGUtNmUyODAzMGYyMWUzIiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTA1VDEwOjM5OjMxLjE1MzcyOTA5NFoifX0.gFQKjopX5RSB0gnZpWzS8dsEaRC6UsgTtDZB1o24Y9E&adType=booster,22 000 €,,2,Новострой,,1-комнатная квартира,Расположение,,103979747,58 м²,,Продам,Cерый вариант,5,Mонолитный,"1-комнатная квартира,  Центр,  Дубоссары,  Дубоссары",
Агентство,,1,,,https://999.md/ru/103930850?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzODkzOTEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5MzA4NTAiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6Ijc4MGIxYzBhLThiNTAtNDlhMi05NTg2LWQ0ODhiYjUyY2NhYSIsImUiOiI4OS4xNDkuOTEuMTcwIiwidCI6IjIwMjYtMDQtMDVUMTA6NDM6MTEuMzg1Nzc1NzY2WiJ9fQ.ZroQD8CgEKYF-Y228b96nLzDWC-MyLQxQKR5NLk4NaY&adType=booster,235 000 €,,14,Новострой,1,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28",,103930850,90 м²,Квартира с ливингом,Продам,Eвроремонт,7,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/103986674?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzODkzOTEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5ODY2NzQiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImQ4MGQyMmM1LTA3NTQtNDgxYS05Y2IxLTM2N2YzNzFmYTMzNiIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMDVUMTA6NDM6MTEuMzg1ODIzNjUxWiJ9fQ.b_6gIQ4hsaMe6tHm4wxN5pAR9Wy_kUv-w1vI__lVuIs&adType=booster,109 000 €,,9,Новострой,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 25",,103986674,43 м²,,Продам,,10,,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
Застройщик,,,,,https://999.md/ru/102426640?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzODkzOTEsIkMiOnsiciI6MSwiYiI6MTIwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI0MjY2NDAiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6IjAzMDc3ZTgyLTVkNDctNGMzZC05OTAxLWFjN2MzZmE1OGZhNCIsImUiOiI4OS4xNDkuOTEuMTcwIiwidCI6IjIwMjYtMDQtMDVUMTA6NDM6MTEuMzg1OTAyNTc2WiJ9fQ.h73L1iQjVNrDmZLT7HcSfpP5oIbbYHcE3r6rLN0BUAA&adType=booster,89 000 €,,8,Новострой,,2-х комнатная квартира,Расположение,,102426640,67 м²,,Продам,Eвроремонт,8,,"2-х комнатная квартира,  Центр,  Оргеев,  Кишинёв мун.",
Застройщик,Astercon,1,Индивидуальная,,https://999.md/ru/102240307?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzODkzOTEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIyNDAzMDciLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTEuMTcwIiwidCI6IjIwMjYtMDQtMDVUMTA6NDM6MTEuMzg1NDUzMjg0WiJ9fQ.wICWcv9HBj_hAt06uDTDo2rWE9NUkQ9dJDzFfX8P5rM&adType=booster,86 252 €,13 м²,2,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",286 см,102240307,64 м²,Квартира без ливинга,Продам,Белый вариант,6,Ячеистый Бетон,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Гараж
Застройщик,Astercon,1,,,https://999.md/ru/100621297?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzODkzOTEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA2MjEyOTciLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTEuMTcwIiwidCI6IjIwMjYtMDQtMDVUMTA6NDM6MTEuMzg1NTY2MDI0WiJ9fQ.yUOnoEQyQXfFZ2e7yY7AwFblqMrwnjoU6FHvvMAQ1x4&adType=booster,97 790 €,11 м²,5,Новострой,2,2-х комнатная квартира,"Кишинёв мун., Ставчены, Центр, Grătiești , 10",275 см,100621297,63 м²,Квартира без ливинга,Продам,Белый вариант,5,Ячеистый Бетон,"2-х комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.",Гараж
Агентство,,1,,,https://999.md/ru/103323727,167 000 €,,17,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, str. Mircea cel Batran, --",,103323727,69 м²,,Продам,Eвроремонт,17,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Подземная
Застройщик,,,,68 м²,https://999.md/ru/103826397?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzODkzOTEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MjYzOTciLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6IjQ0YTM2MzIxLTJlZDItNDU3Ny1iZjc0LWFlNDk2YzIyNTU0MyIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0wNVQxMDo0MzoxMS40MDczMzM2OTNaIn19.-I9CgknZSPHkdbX2TNNepmaXA23SEItmzIWkqbff3b4&adType=booster,76 750 €76 751 €,,8,Новострой,,2-х комнатная квартира,"Унгены, Унгень, Центр, str. Vasile Lupu, 3",,103826397,68 м²,Квартира с ливингом,Продам,,10,,"2-х комнатная квартира,  Центр,  Унгень,  Унгены",
Агентство,,,,,https://999.md/ru/103961991,69 000 €,,12,Вторичный,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 9/1",,103961991,70 м²,Квартира с ливингом,Продам,Eвроремонт,12,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
Агентство,,1,,,https://999.md/ru/103622786,227 900 €,,4,Новострой,1,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, str.Mircea cel Batran, --",,103622786,98 м²,,Продам,Eвроремонт,11,,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Подземная
Агентство,,Нет,Индивидуальная,,https://999.md/ru/102033903,67 000 €,,4,Вторичный,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, .",,102033903,34 м²,,Продам,Eвроремонт,9,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,Нет,,,https://999.md/ru/103964750,243 900 €,,4,Новострой,1,1-комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, Moscova , --",,103964750,60 м²,,Продам,Eвроремонт,13,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Подземная
Агентство,,,,,https://999.md/ru/103943411,76 000 €,,9,Вторичный,,3-х комнатная квартира,"Бельцы мун., Бельцы, БАМ, str. Bulgară, 70",,103943411,69 м²,Квартира с ливингом,Продам,,10,,"3-х комнатная квартира,  БАМ,  Бельцы,  Бельцы мун.",
Агентство,,1,Индивидуальная,,https://999.md/ru/103813974,159 000 €,,1,Новострой,2,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, .",,103813974,69 м²,Квартира с ливингом,Продам,Eвроремонт,10,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Oткрытое
Частное лицо,Reconscivil,,,,https://999.md/ru/103709327,139 900 €,,10,Новострой,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 128/2",280 см,103709327,77 м²,Квартира с ливингом,Продам,Eвроремонт,10,Kотельцовый,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Oткрытое
Застройщик,,1,,,https://999.md/ru/103974721,98 900 €,,5,Новострой,1,2-х комнатная квартира,Расположение,,103974721,65 м²,Квартира с ливингом,Продам,Eвроремонт,7,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Oткрытое
Застройщик,,1,,,https://999.md/ru/103694120,98 900 €,,5,Новострой,1,2-х комнатная квартира,Расположение,,103694120,65 м²,Квартира с ливингом,Продам,Eвроремонт,7,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",
Агентство,Sky House,1,,,https://999.md/ru/103842601?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzODkzOTEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4NDI2MDEiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6IjZlMDFjOWM2LTU0YTUtNDUwYS1hZGI0LTJlNzNhNTRhMDFlYSIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6InBsdXMiLCJ0IjoiMjAyNi0wNC0wNVQxMDo0MzoxMS40MDc0MjYyNjJaIn19.wC3tpw2NgbKh47ZgWCvaMuQCuIpXvErI0jiTyYupSqM&adType=booster,104 900 €,,10,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 20/1",,103842601,63 м²,Квартира с ливингом,Продам,Белый вариант,14,Kирпичный,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
Агентство,,3,Индивидуальная,,https://999.md/ru/103812647,94 900 €,,13,Вторичный,2,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, Bulevardul Traian, 23/1",,103812647,78 м²,,Продам,Eвроремонт,14,Kомбинированный,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,2,143,,https://999.md/ru/103825031,125 000 €,,1,Вторичный,2,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, Albișoara, 84/4",,103825031,89 м²,,Продам,Eвроремонт,9,Панельный,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,1,Хрущевка,,https://999.md/ru/103805990,109 900 €,,3,Вторичный,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, Kiev, 16/1",,103805990,47 м²,,Продам,Eвроремонт,5,Kотельцовый,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,Exfactor-grup,1,Индивидуальная,,https://999.md/ru/103758864,139 990 €,,9,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Старая Почта, Calea Orheiului, 111/8",,103758864,74 м²,,Продам,Eвроремонт,12,Kотельцовый,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",
Агентство,,2,Индивидуальная,,https://999.md/ru/103804672,117 600 €,,5,Новострой,2,2-х комнатная квартира,"Яловены, Яловены, Центр, Basarabia, 9",,103804672,84 м²,,Продам,Белый вариант,8,Kирпичный,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",Oткрытое
