Количество комнат,link,Парковочное место,id,Количество этажей,title,Тип,Планировка,Жилая площадь,price,Балкон / лоджия,Высота потолков,Санузел,Ливинг,Этаж,Адрес,Состояние квартиры,Автор объявления,Тип здания,Общая площадь,Жилой фонд,Застройщик,Площадь кухни
2-х комнатная квартира,https://999.md/ru/101794768?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzgwMjYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE3OTQ3NjgiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMDVUMDc6MzM6NDYuNzg2OTc4MDQ4WiJ9fQ.lqIKskXujZi83ZzpWc8Xl4gwFhUQOjzYugMkc_Ptw0g&adType=booster,,101794768,10,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,,,77 030 €79 190 €,1,290 см,2,Квартира с ливингом,1,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",Незавершенное cтроительство,Застройщик,,72 м²,Новострой,Solomon Construct Imobil,
2-х комнатная квартира,https://999.md/ru/103826835?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzgwMjYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MjY4MzUiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6IjQ0YTM2MzIxLTJlZDItNDU3Ny1iZjc0LWFlNDk2YzIyNTU0MyIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0wNVQwNzozMzo0Ni43ODcwMTg5ODZaIn19.62VmAJbW2-3B06NdmpGZdp4Vu9MOxFhycVMjLEaiUZ4&adType=booster,,103826835,10,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",Продам,,,74 382 €74 383 €,,,,Квартира с ливингом,7,"Кишинёв мун., Криково, Центр, str. Calea Basarabiei, 2",,Застройщик,,75 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103144394,Oткрытое,103144394,22,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,65 000 €,1,,1,,9,"Кишинёв мун., Кишинёв, Ботаника, Dacia, .",Eвроремонт,Агентство,,41 м²,Вторичный,,
1-комнатная квартира,https://999.md/ru/103791580,,103791580,10,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,59 500 €,,,,Квартира с ливингом,2,"Кишинёв мун., Кишинёв, Рышкановка, str. Ceucari, 11/1",Белый вариант,Застройщик,,42 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/89781814,,89781814,18,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,,,78 900 €,,,,,12,"Кишинёв мун., Кишинёв, Центр, str. Tudor Vladimirescu, 1a",,Застройщик,,45 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103503505,Oткрытое,103503505,5,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,,30 м²,55 999 €,Нет,280 см,1,Квартира без ливинга,1,"Кишинёв мун., Кишинёв, Телецентр, str. Costiujeni, 74",Eвроремонт,Застройщик,Kирпичный,30 м²,Новострой,Dansicons,
1-комнатная квартира,https://999.md/ru/103941569,,103941569,6,"1-комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",Продам,,42 м²,106 900 €,,,1,Квартира с ливингом,5,"Кишинёв мун., Дурлешты, Окраина, str. Nicolae Dimo, 36",Eвроремонт,Застройщик,Mонолитный,42 м²,Новострой,Golban Trade,
1-комнатная квартира,https://999.md/ru/103814148,Oткрытое,103814148,6,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,,,106 900 €,Нет,,1,Квартира с ливингом,5,"Кишинёв мун., Дурлешты, Центр, str. Mihail Odatiuc, 57",Eвроремонт,Застройщик,Mонолитный,42 м²,Новострой,Golban Trade,
2-х комнатная квартира,https://999.md/ru/103631034,,103631034,10,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,127 900 €,2,,1,Квартира с ливингом,1,"Кишинёв мун., Кишинёв, Ботаника, str. Dimineții, 22",Eвроремонт,Агентство,,72 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103902566,Oткрытое,103902566,5,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,44 900 €,Нет,,1,,1,"Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, .",Eвроремонт,Агентство,,21 м²,Вторичный,,
3-х комнатная квартира,https://999.md/ru/101016651?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzgwMjYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDEwMTY2NTEiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6InBsdXMiLCJ0IjoiMjAyNi0wNC0wNVQwNzozMzo0Ni43ODI0MTAxNzlaIn19.QCUkZ1vRu0ZCUzU8cP74649FqWJ7KvDwR63nWlzrn6o&adType=booster,,101016651,10,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,,,86 800 €,,,,,9,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24/B",Незавершенное cтроительство,Застройщик,,87 м²,Новострой,Boiar House,
2-х комнатная квартира,https://999.md/ru/78717461?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzgwMjYsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3ODcxNzQ2MSIsImkiOiI4OS4xNDkuOTEuMTcwIiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJjMjQ1ZjM0NS1lNjg3LTRkNTQtOTllZC04NTAzODQxZGQ0NTUiLCJlIjoiODkuMTQ5LjkxLjE3MCIsInQiOiIyMDI2LTA0LTA1VDA3OjMzOjQ2Ljc4MjQyNDJaIn19.8q_2I-TIIny8UvS3A30-bwyClC44hZEtNuwGNGaUH5U&adType=booster,Подземная,78717461,9,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,,63 м²,92 250 €,2,275 см,2,,4,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 11/1",Белый вариант,Застройщик,Mонолитный,75 м²,Новострой,,13 м²
1-комнатная квартира,https://999.md/ru/103535780?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzgwMjYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM1MzU3ODAiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMTM5ZTZlMTAtNmQ0Mi00NTkxLWFjNzUtZDAyYmYzYjA1NDhiIiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTA1VDA3OjMzOjQ2Ljc4MjIyMzA3NFoifX0.g_030TQUuzO89LngdaRqg_OQsfN_UxPUidlGY2EaBE4&adType=booster,Oткрытое,103535780,9,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,,,149 900 €,,275 см,,Квартира с ливингом,8,"Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6",Eвроремонт,Застройщик,,64 м²,Новострой,Inamstro,
1-комнатная квартира,https://999.md/ru/103050830?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzgwMjYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMwNTA4MzAiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6Ijk3N2ZhMmY3LTg1ZjUtNDQwZC05MDczLTRhMzNhZGI4MTUwMiIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMDVUMDc6MzM6NDYuNzgyMzA4NTM0WiJ9fQ.9-MD5S4Zncs3W9eIq37u1lmtmmvk4nW0bsKqyJiFIWc&adType=booster,Oткрытое,103050830,9,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,,,55 000 €,Нет,,1,Квартира без ливинга,6,"Кишинёв мун., Кишинёв, Чокана, str. Voluntarilor, 10",Косметический pемонт,Агентство,Mонолитный,34 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103593196?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzgwMjYsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM1OTMxOTYiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiNmJlOWZmY2UtODhjNC00MjU4LTg2YTYtMDA0ZmFiOGM0OGQ3IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0wNVQwNzozMzo0Ni43ODIzMzM4OTNaIn19.WKKH2P95_WZCscW-T8FyA8SqQywi43zet23uVTfrjE0&adType=booster,Oткрытое,103593196,14,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,,,219 900 €,,,1,Квартира с ливингом,10,"Кишинёв мун., Кишинёв, Буюканы, ул. Каля Ешилор, 6",Eвроремонт,Агентство,,68 м²,Новострой,Inamstro,
2-х комнатная квартира,https://999.md/ru/103826907?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzgxNTUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MjY5MDciLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6IjQ0YTM2MzIxLTJlZDItNDU3Ny1iZjc0LWFlNDk2YzIyNTU0MyIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0wNVQwNzozNTo1NS41MDY3NDg3NjhaIn19.aXNRSJsERKaEHDk2oggQKibW2hwUsOZYH5IASV84xG8&adType=booster,,103826907,10,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",Продам,,,60 368 €60 369 €,,,1,Квартира с ливингом,8,"Кишинёв мун., Криково, Центр, str. Ştefan cel Mare și Sfînt, 10",,Застройщик,,62 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/101704982?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzgxNTUsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE3MDQ5ODIiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMmNkNTk2ZmYtM2NmOS00OWZjLWFkN2EtM2UxMzBhYzE5NDc5IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJ0IjoiMjAyNi0wNC0wNVQwNzozNTo1NS41MDY2NTg2ODNaIn19.vwe2_6qvLBy5p30VE5JmJPpStuTZSDLFC4i4-ERLSBI&adType=booster,,101704982,9,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,,,89 990 €,1,,2,Квартира с ливингом,8,"Кишинёв мун., Кишинёв, Телецентр, sos. Hincesti, 142",Белый вариант,Частное лицо,,69 м²,Новострой,Lagmar Impex,
3-х комнатная квартира,https://999.md/ru/103987753,Oткрытое,103987753,9,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,,,176 500 €,Нет,,2,Квартира с ливингом,4,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 39",Eвроремонт,Агентство,,85 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/102503188,Подземная,102503188,25,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,140 400 €,,3000 см,2,Квартира с ливингом,14,"Кишинёв мун., Кишинёв, Рышкановка, str. Spartacus, 36",Белый вариант,Застройщик,Kирпичный,72 м²,Новострой,NG Invest,
2-х комнатная квартира,https://999.md/ru/102631908,Подземная,102631908,9,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,,,87 750 €,1,,2,Квартира с ливингом,Пентхаус,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",Белый вариант,Застройщик,Kирпичный,75 м²,Новострой,NG Invest,
1-комнатная квартира,https://999.md/ru/102498650,Подземная,102498650,25,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,68 250 €,Нет,,,,13,"Кишинёв мун., Кишинёв, Рышкановка, str. Spartacus, 36",Белый вариант,Застройщик,Kирпичный,35 м²,Новострой,NG Invest,
2-х комнатная квартира,https://999.md/ru/89653380,,89653380,5,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,,63 м²,139 900 €,1,,1,Квартира с ливингом,2,"Кишинёв мун., Кишинёв, Старая Почта, str. Gheorghe Madan, 50/4",Индивидуальный дизайн,Застройщик,,65 м²,Новострой,Poliprim Grup,
Комната,https://999.md/ru/103744603,,103744603,5,"Комната,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,34 000 €,,,,,3,"Кишинёв мун., Кишинёв, Ботаника, str. Burebista, 66/2",,Агентство,,14 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103710955,,103710955,5,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,82 000 €,,,,,5,"Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, 13/4",,Агентство,,42 м²,Вторичный,,
1-комнатная квартира,https://999.md/ru/88243226?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzgxNTUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4ODI0MzIyNiIsImkiOiI4OS4xNDkuOTEuMTcwIiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6IiIsImwiOiIyMmUwNmE5Mi1jMjM5LTQ3MWItYTI4Yi1hMmIzMzBmNjQ1MjYiLCJlIjoiODkuMTQ5LjkxLjE3MCIsImciOiJsaXRlIiwidCI6IjIwMjYtMDQtMDVUMDc6MzU6NTUuNTA0Mjc2MjE3WiJ9fQ.3foA_XEXLMe6dDYBGLIdXi4Hc4Ruj2bHPC4hGAK2W2o&adType=booster,Гараж,88243226,6,"1-комнатная квартира,  Центр,  Криково,  Кишинёв мун.",Продам,,48 м²,57 600 €,,295 см,1,Квартира с ливингом,6,"Кишинёв мун., Криково, Центр, str. Vasile Alescandri, 5",Белый вариант,Застройщик,Mонолитный,48 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103902189,Oткрытое,103902189,5,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,23 900 €,Нет,,1,,1,"Кишинёв мун., Кишинёв, Ботаника, şos. Munceşti, .",Eвроремонт,Агентство,,16 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/102515105,Oткрытое,102515105,10,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,155 000 €,1,,1,Квартира с ливингом,1,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, .",Eвроремонт,Агентство,,65 м²,Новострой,,
3-х комнатная квартира,https://999.md/ru/103946186,,103946186,5,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,119 900 €,1,,1,Квартира с ливингом,2,"Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 12",Eвроремонт,Частное лицо,,60 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/101930220,,101930220,12,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,,,73 600 €,,,,Квартира с ливингом,7,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 100/2",,Застройщик,,64 м²,Новострой,Solomon Construct Imobil,
2-х комнатная квартира,https://999.md/ru/80691409,Oткрытое,80691409,6,"2-х комнатная квартира,  Молодово,  Бельцы,  Бельцы мун.",Продам,,,59 900 €,2,,2,Квартира с ливингом,3,"Бельцы мун., Бельцы, Молодово, str. Ștefan cel Mare și Sfînt, 189",Белый вариант,Застройщик,,67 м²,Новострой,,
