Тип здания,Высота потолков,link,Состояние квартиры,id,Количество комнат,Планировка,Жилой фонд,Количество этажей,Автор объявления,price,Адрес,Застройщик,Этаж,title,Балкон / лоджия,Общая площадь,Площадь кухни,Парковочное место,Жилая площадь,Санузел,Ливинг,Тип
Блочный,,https://999.md/ru/104083094?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODcyNzgsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwODMwOTQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiNzQ4OWVjNGQtNTQxNy00ZTY0LTg1OTMtYzhkNmNkZTQ5NDA5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDExOjE0OjM4LjQ4NTI4MjgxMVoifX0.GXVY5DsjK4rFINNyXKStGRCAL8yf6_jvVfyAEQMy6N4&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=110,Eвроремонт,104083094,Комната,,Новострой,10,Частное лицо,550 €,"Кишинёв мун., Кишинёв, Рышкановка, Bulevardul Renașterii Naționale 4, 4",,1,"Комната,  Рышкановка,  Кишинёв,  Кишинёв мун.",,43 м²,,,,,,Сдаю помесячно
,,https://999.md/ru/103884884?location=subcategory&index=111,Eвроремонт,103884884,2-х комнатная квартира,,Вторичный,4,Агентство,82 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, .",,4,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,44 м²,,Oткрытое,,1,,Продам
,,https://999.md/ru/104067077?location=subcategory&index=112,,104067077,2-х комнатная квартира,,Вторичный,5,Агентство,97 500 €,"Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, 5/1",,3,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,48 м²,,,,,,Продам
,,https://999.md/ru/103999931?location=subcategory&index=113,Белый вариант,103999931,2-х комнатная квартира,,Новострой,8,Агентство,125 000 €,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spatarul, .",,3,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",2,70 м²,,,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103933385?location=subcategory&index=114,Eвроремонт,103933385,1-комнатная квартира,,Новострой,10,Агентство,112 000 €,"Кишинёв мун., Кишинёв, Ботаника, Grenoble , .",,2,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,40 м²,,,,1,,
,,https://999.md/ru/103933091?location=subcategory&index=115,Eвроремонт,103933091,2-х комнатная квартира,,Новострой,12,Агентство,224 900 €,"Кишинёв мун., Кишинёв, Чокана, Mircea Cel Batran, 14",,11,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,80 м²,,,,1,Квартира с ливингом,Продам
,,https://999.md/ru/104025337?location=subcategory&index=116,Eвроремонт,104025337,2-х комнатная квартира,,Вторичный,5,Агентство,86 000 €,"Кишинёв мун., Кишинёв, Ботаника, Minsk, .",,5,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,47 м²,,,,1,,
,,https://999.md/ru/103903026?location=subcategory&index=117,Eвроремонт,103903026,1-комнатная квартира,,Новострой,9,Агентство,104 500 €,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, .",,1,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,54 м²,,,,1,Квартира с ливингом,Продам
,,https://999.md/ru/104077099?location=subcategory&index=118,,104077099,2-х комнатная квартира,,Вторичный,1,Агентство,120 000 €,"Кишинёв мун., Кишинёв, Центр, str. Vlaicu Pârcălab, .",,1,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,48 м²,,,,1,,
,,https://999.md/ru/104077268?location=subcategory&index=119,Eвроремонт,104077268,2-х комнатная квартира,,Вторичный,5,Агентство,93 500 €,"Кишинёв мун., Кишинёв, Ботаника, str. Trandafirilor, .",,4,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,46 м²,,Oткрытое,,1,,Продам
,,https://999.md/ru/101768182?location=subcategory&index=120,,101768182,2-х комнатная квартира,,Новострой,16,,137 500 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Florilor, 28/2",Horus,5,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,72 м²,,,,,,Продам
,,https://999.md/ru/103797623?location=subcategory&index=121,Eвроремонт,103797623,1-комнатная квартира,,Вторичный,9,Агентство,59 000 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Гренобле, .",,8,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,36 м²,,,,1,,Продам
,,https://999.md/ru/102386759?location=subcategory&index=122,Eвроремонт,102386759,3-х комнатная квартира,Индивидуальная,Вторичный,9,Агентство,104 500 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Traian, .",,7,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Нет,72 м²,,Oткрытое,,2,,Продам
,,https://999.md/ru/102757306?location=subcategory&index=123,Белый вариант,102757306,2-х комнатная квартира,,Новострой,13,Агентство,89 900 €,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, *",,9,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",1,79 м²,,Oткрытое,,1,,Продам
,,https://999.md/ru/103017213?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODcyNzgsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMwMTcyMTMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMjBUMTE6MTQ6MzguNDg1MzQ2ODY3WiJ9fQ.QPJXdZCGqj683y1aqwEmIfQ6OY0OUYEotPaJFAIqDO4&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=124,Незавершенное cтроительство,103017213,2-х комнатная квартира,,Новострой,10,Застройщик,43 056 €,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",,7,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",1,47 м²,,,,1,,Продам
,,https://999.md/ru/101529384?location=subcategory&index=125,Белый вариант,101529384,1-комнатная квартира,,Новострой,14,Застройщик,65 706 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",,13,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",1,47 м²,,Oткрытое,,1,,Продам
,,https://999.md/ru/103797285?location=subcategory&index=126,Eвроремонт,103797285,1-комнатная квартира,,Вторичный,6,Агентство,74 200 €,"Кишинёв мун., Кишинёв, Ботаника, str. Valea Trandafirilor, .",,6,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,53 м²,,,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103902146?location=subcategory&index=127,Eвроремонт,103902146,1-комнатная квартира,,Вторичный,6,Агентство,75 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Nikolai Zelinski, .",,6,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,51 м²,,Oткрытое,,1,Квартира с ливингом,Продам
,290 см,https://999.md/ru/100971368?location=subcategory&index=128,Белый вариант,100971368,2-х комнатная квартира,,Новострой,4,Застройщик,83 559 €,"Яловены, Яловены, Центр, str. Suceava, 5",,2,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",,73 м²,,Подземная,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103012838?location=subcategory&index=129,Eвроремонт,103012838,1-комнатная квартира,,Новострой,9,Агентство,125 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 9",,2,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1,48 м²,,,,1,,Продам
,,https://999.md/ru/87039769?location=subcategory&index=130,,87039769,1-комнатная квартира,,Новострой,8,Застройщик,59 000 €,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 98/1",,8,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,34 м²,,,,,,Продам
,290 см,https://999.md/ru/103798335?location=subcategory&index=131,Белый вариант,103798335,3-х комнатная квартира,,Новострой,7,Застройщик,120 703 €,"Яловены, Яловены, Центр, str. Alexandru cel Bun, 14",,6,"3-х комнатная квартира,  Центр,  Яловены,  Яловены",3,90 м²,,Подземная,,,Квартира с ливингом,Продам
,,https://999.md/ru/103999368?location=subcategory&index=132,Eвроремонт,103999368,3-х комнатная квартира,Индивидуальная,Новострой,10,Агентство,650 000 €,"Кишинёв мун., Кишинёв, Центр, str. Mihai Eminescu, , --",,1,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",3,140 м²,,Подземная,,2,,Продам
,,https://999.md/ru/103882371?location=subcategory&index=133,Eвроремонт,103882371,1-комнатная квартира,,Новострой,9,Агентство,126 500 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13",Exfactor-grup,4,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1,47 м²,,,,,Квартира с ливингом,Продам
Kирпичный,,https://999.md/ru/103548907?location=subcategory&index=134,Eвроремонт,103548907,1-комнатная квартира,Индивидуальная,Новострой,12,Агентство,107 500 €,"Кишинёв мун., Кишинёв, Телецентр,  str. Ialoveni , 136",,2,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",1,53 м²,,Подземная,,1,,
,,https://999.md/ru/104077380?location=subcategory&index=135,,104077380,2-х комнатная квартира,,Вторичный,4,Агентство,88 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Minsk, -",,3,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,46 м²,,,,,,Продам
Kотельцовый,,https://999.md/ru/104116132?location=subcategory&index=136,Eвроремонт,104116132,1-комнатная квартира,,Новострой,6,Агентство,96 000 €,"Кишинёв мун., Криково, Центр, str. Chişinău, 62",,1,"1-комнатная квартира,  Центр,  Криково,  Кишинёв мун.",,48 м²,,Oткрытое,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103980264?location=subcategory&index=137,Eвроремонт,103980264,2-х комнатная квартира,,Новострой,10,Застройщик,133 500 €,"Кишинёв мун., Кишинёв, Буюканы, str. Nicolai Costin, 68",Estate Invest Company,2,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,47 м²,,,,,Квартира без ливинга,Продам
Kомбинированный,,https://999.md/ru/103856623?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODcyNzgsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4NTY2MjMiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiNTJlY2FmYmMtOWNhYi00MjE5LThjZTEtNjYxNDhkMDY3YWUwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxMToxNDozOC40ODUzOTY1NzlaIn19.GJ_0ou917q1lSaPtKg3AsoPlxVAiQmWxVcetXRY8mkw&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=138,Eвроремонт,103856623,2-х комнатная квартира,,Новострой,10,Частное лицо,240 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Hristo Botev, 6",Exfactor-grup,3,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,102 м²,,,,2,Квартира с ливингом,Продам
,,https://999.md/ru/103979830?location=subcategory&index=139,Eвроремонт,103979830,2-х комнатная квартира,135,Вторичный,9,Застройщик,109 800 €,"Кишинёв мун., Кишинёв, Буюканы, str. Nicolai Costin, 65/3",,8,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1,54 м²,,Oткрытое,,1,Квартира без ливинга,Продам
,,https://999.md/ru/103932614?location=subcategory&index=140,,103932614,2-х комнатная квартира,,Вторичный,9,Агентство,78 800 €,"Кишинёв мун., Кишинёв, Буюканы, ул. Алба-Юлия, 202/2",,7,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1,54 м²,,,,,,Продам
,,https://999.md/ru/103752512?location=subcategory&index=141,Eвроремонт,103752512,4-x комнатная квартира,,Вторичный,5,Частное лицо,150 000 €,Расположение,,1,"4-x комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,110 м²,,,,,,Продам
,,https://999.md/ru/103730989?location=subcategory&index=142,,103730989,2-х комнатная квартира,,Новострой,12,Агентство,187 000 €,"Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, 77/2",,6,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,75 м²,,,,,,Продам
,,https://999.md/ru/103727978?location=subcategory&index=143,,103727978,2-х комнатная квартира,,Новострой,5,Агентство,177 900 €,"Кишинёв мун., Кишинёв, Буюканы, пр-т Алба-Юлия, 17/A",,3,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,83 м²,,,,,,Продам
,,https://999.md/ru/100436657?location=subcategory&index=144,Eвроремонт,100436657,2-х комнатная квартира,,Новострой,16,Застройщик,135 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, 23",,16,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,80 м²,,Oткрытое,,,Квартира с ливингом,Продам
,,https://999.md/ru/103730888?location=subcategory&index=145,,103730888,3-х комнатная квартира,,Новострой,10,Агентство,190 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Nicolai Costin, ---",,9,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,81 м²,,,,,,Продам
,,https://999.md/ru/101012676?location=subcategory&index=146,,101012676,3-х комнатная квартира,,Новострой,12,Агентство,102 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, -",,10,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,68 м²,,Oткрытое,,2,,Продам
,,https://999.md/ru/103417537?location=subcategory&index=147,Eвроремонт,103417537,3-х комнатная квартира,,Вторичный,14,Агентство,114 900 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Voda, 23",,11,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,69 м²,,,,,,Продам
,,https://999.md/ru/104093126?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODcyNzgsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTMxMjYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMjk1OTYwYmMtZmM0My00YTI3LThhYTAtYjllYTE5Y2JmMDQ2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMToxNDozOC40ODU0MzgyMTlaIn19.rOIgREAizxCaYvHQRbYtvX1IOEZgTmLFP0qhz_ln1yw&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=148,,104093126,1-комнатная квартира,,Новострой,9,Частное лицо,59 900 €,Расположение,,1,"1-комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",,37 м²,,,,,Квартира с ливингом,Продам
Kирпичный,275 см,https://999.md/ru/103429230?location=subcategory&index=149,Белый вариант,103429230,2-х комнатная квартира,,Новострой,7,Застройщик,116 000 €,"Кишинёв мун., Кишинёв, Телецентр, str. Schinoasa-Vale, 3",,7,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",2,80 м²,,Подземная,,,Квартира с ливингом,Продам
,,https://999.md/ru/85547157?location=subcategory&index=150,Белый вариант,85547157,4-x комнатная квартира,Индивидуальная,Новострой,12,Агентство,286 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 134/3",,12,"4-x комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,159 м²,,Подземная,,3,,Продам
