rooms,parcing_space,layout,price,balcony,bathroom,living,apartment_condition,author,building_type,housing_stock,developer,total_floors,floor,region,city,sector,street,area
2-х комнатная квартира,Oткрытое,Индивидуальная,87500.0,1,1,Квартира с ливингом,Индивидуальный дизайн,Частное лицо,Kомбинированный,Вторичный,,5,5.0,Кишинёв мун.,Кишинёв,Ботаника,str. Minsk 47,47
2-х комнатная квартира,Oткрытое,,78180.0,1,,,Белый вариант,Застройщик,,Новострой,,10,6.0,Кишинёв мун.,Дурлешты,Центр,str. Cartuşa 99/7,63
2-х комнатная квартира,,,55016.0,2,1,,Незавершенное cтроительство,Застройщик,,Новострой,,10,3.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24a,60
1-комнатная квартира,Oткрытое,,57375.0,1,1,,Белый вариант,Застройщик,,Новострой,,10,2.0,Кишинёв мун.,Дурлешты,Центр,str. Cartuşa 99/7,43
2-х комнатная квартира,,,78180.0,1,,,Белый вариант,Застройщик,,Новострой,,10,6.0,Кишинёв мун.,Дурлешты,Окраина,str. Cartuşa 99/7,63
1-комнатная квартира,Oткрытое,,57375.0,1,,,Белый вариант,Застройщик,,Новострой,,10,2.0,Кишинёв мун.,Дурлешты,Окраина,str. Cartuşa 99/7,43
1-комнатная квартира,Oткрытое,Индивидуальная,78900.0,Нет,1,,Индивидуальный дизайн,Застройщик,Kотельцовый,Новострой,,5,1.0,Кишинёв мун.,Кишинёв,Буюканы,str. Alexandru Marinescu 51,35
1-комнатная квартира,Oткрытое,Гостинка,51000.0,1,1,,Eвроремонт,Застройщик,Kирпичный,Новострой,Exfactor-grup,12,12.0,Кишинёв мун.,Кишинёв,Чокана,str. Mihail Sadoveanu 11/2,46
2-х комнатная квартира,Гараж,,97790.0,1,2,Квартира без ливинга,Белый вариант,Застройщик,Ячеистый Бетон,Новострой,Astercon,5,5.0,Кишинёв мун.,Ставчены,Центр,Grătiești  10,63
3-х комнатная квартира,,,95500.0,,,Квартира с ливингом,,Частное лицо,,Новострой,Lagmar Impex,14,7.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Ceucari 11/1,81
2-х комнатная квартира,,Индивидуальная,159900.0,1,1,Квартира с ливингом,Белый вариант,Частное лицо,Mонолитный,Новострой,,16,15.0,Кишинёв мун.,Кишинёв,Чокана,str. Ginta Latină 8,89
2-х комнатная квартира,,,99500.0,1,1,Квартира с ливингом,Белый вариант,Агентство,,Новострой,Solomon Construct Imobil,12,9.0,Кишинёв мун.,Кишинёв,Ботаника,str. Jubiliară 39/1,60
2-х комнатная квартира,,,269000.0,,,Квартира с ливингом,Белый вариант,Застройщик,Kирпичный,Новострой,,17,16.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Bogdan Voievod 1/E,105
1-комнатная квартира,,,165000.0,,,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,,17,17.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Bogdan Voievod 1/C,60
3-х комнатная квартира,,,97500.0,,,,,Агентство,,Новострой,,9,6.0,Кишинёв мун.,Дурлешты,Окраина,ул. Картуша 95/5,76
1-комнатная квартира,Подземная,,63900.0,1,,Квартира с ливингом,Белый вариант,Застройщик,Kирпичный,Новострой,,5,3.0,Кишинёв мун.,Кишинёв,Телецентр,str. Schinoasa-Vale 3,45
2-х комнатная квартира,Подземная,,87750.0,2,,Квартира с ливингом,Белый вариант,Застройщик,Kирпичный,Новострой,,5,3.0,Кишинёв мун.,Кишинёв,Телецентр,str. Schinoasa-Vale 3,65
2-х комнатная квартира,,,80200.0,,,Квартира с ливингом,,Частное лицо,,Новострой,Sky House,18,17.0,Кишинёв мун.,Кишинёв,Ботаника,str. Dimineții 22,57
3-х комнатная квартира,,,153900.0,,,Квартира с ливингом,Eвроремонт,Частное лицо,Kотельцовый,Новострой,Astercon,9,6.0,Кишинёв мун.,Кишинёв,Буюканы,str. Durleşti 10/D,75
3-х комнатная квартира,Подземная,Индивидуальная,132000.0,1,2,,Незавершенное cтроительство,Агентство,,Новострой,Lagmar Impex,17,5.0,Кишинёв мун.,Кишинёв,Рышкановка,Calea Mosilor 4,85
2-х комнатная квартира,,,132900.0,1,,Квартира с ливингом,Белый вариант,Агентство,,Новострой,Horus,11,1.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Matei Basarab 1/1,87
2-х комнатная квартира,,,139000.0,1,,Квартира с ливингом,Индивидуальный дизайн,Агентство,,Новострой,Dansicons,14,13.0,Кишинёв мун.,Кишинёв,Центр,str. Nicolae Testemițanu 21/1,69
2-х комнатная квартира,,,88000.0,,,,,Агентство,Kотельцовый,Вторичный,,1,1.0,Кишинёв мун.,Кишинёв,Центр,str. Alexei Șciusev 32,60
2-х комнатная квартира,,,92800.0,,,,Незавершенное cтроительство,Агентство,,Новострой,,11,5.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Ceucari 1/1,64
2-х комнатная квартира,,,97000.0,1,2,Квартира с ливингом,Незавершенное cтроительство,Агентство,,Новострой,Lagmar Impex,16,13.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Calea Moșilor 4,64
2-х комнатная квартира,Гараж,,103397.0,2,2,Квартира с ливингом,Белый вариант,Застройщик,Ячеистый Бетон,Новострой,Astercon,6,2.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,77
3-х комнатная квартира,Гараж,,153410.0,1,2,,Белый вариант,Застройщик,Kотельцовый,Новострой,Astercon,7,1.0,Кишинёв мун.,Дурлешты,Окраина,str. Durlesti 10/A,106
3-х комнатная квартира,Oткрытое,Индивидуальная,114900.0,2,2,Квартира без ливинга,Косметический pемонт,Агентство,Kотельцовый,Вторичный,,7,3.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ion Creangă 82/4,81
1-комнатная квартира,Oткрытое,,99000.0,,1,,Eвроремонт,Частное лицо,,Новострой,Reconscivil,15,13.0,Кишинёв мун.,Кишинёв,Ботаника,str. Nikolai Zelinski 15/6,41
3-х комнатная квартира,,,285000.0,1,1,Квартира с ливингом,Белый вариант,Частное лицо,Kирпичный,Новострой,Inamstro,9,5.0,Кишинёв мун.,Кишинёв,Центр,str. Constantin Stere 16,106
3-х комнатная квартира,,,124660.0,1,,Квартира с ливингом,Незавершенное cтроительство,Застройщик,,Новострой,Solomon Construct Imobil,9,4.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 24a,110
1-комнатная квартира,,,51920.0,,1,Квартира с ливингом,Незавершенное cтроительство,Частное лицо,,Новострой,,9,3.0,Кишинёв мун.,Кишинёв,Ботаника,dacia 59 59,47
2-х комнатная квартира,Гараж,Индивидуальная,102830.0,1,2,Квартира с ливингом,Белый вариант,Застройщик,Ячеистый Бетон,Новострой,Astercon,6,3.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,76
1-комнатная квартира,Подземная,Индивидуальная,249000.0,Нет,1,Квартира с ливингом,Индивидуальный дизайн,,Kомбинированный,Новострой,Inamstro,12,4.0,Кишинёв мун.,Кишинёв,Центр,ул. Каля Ешилор 6,50
2-х комнатная квартира,,,157500.0,,,,,Застройщик,,Новострой,,5,4.0,Кишинёв мун.,Кишинёв,Центр,str. Izmail 28,63
1-комнатная квартира,Подземная,,127500.0,,,,Белый вариант,Застройщик,Kирпичный,Новострой,Vasigur Grup,5,3.0,Кишинёв мун.,Кишинёв,Центр,str. Ismail 28,51
1-комнатная квартира,Подземная,,117500.0,,,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,Vasigur Grup,5,2.0,Кишинёв мун.,Кишинёв,Центр,str. Ismail 28,47
3-х комнатная квартира,,,205000.0,,,,Белый вариант,Застройщик,,Новострой,,5,3.0,Кишинёв мун.,Кишинёв,Центр,str. Ismail 28,82
3-х комнатная квартира,,Индивидуальная,79200.0,2,2,Квартира с ливингом,Белый вариант,Застройщик,Kомбинированный,Новострой,Poliprim Grup,10,5.0,Кишинёв мун.,Дурлешты,Центр,str. Nicolae Dimo 26,72
